unit,unit_id,unit_count,opponent,opponent_id,opponent_count,kills,deaths,kill_rate,death_rate,kdr,status
Heavy Axemen,7,250,Elite Cataphract T6 Cav,9,250,132,231,0.53,92.4,0.57,Loss
Heavy Axemen,7,250,Elite Cataphract T6 Cav,9,250,83,224,0.33,89.6,0.37,Loss
Heavy Axemen,7,250,Elite Cataphract T6 Cav,9,250,108,201,0.43,80.4,0.54,Loss
Heavy Axemen,7,250,Elite Cataphract T6 Cav,9,250,57,208,0.23,83.2,0.27,Loss
Heavy Axemen,7,250,Elite Cataphract T6 Cav,9,250,71,210,0.28,84,0.34,Loss
Heavy Axemen,7,250,Elite Cataphract T6 Cav,9,250,65,221,0.26,88.4,0.29,Loss
Heavy Axemen,7,250,Elite Cataphract T6 Cav,9,250,126,226,0.5,90.4,0.56,Loss
Heavy Axemen,7,250,Elite Cataphract T6 Cav,9,250,104,199,0.42,79.6,0.52,Loss
Heavy Axemen,7,250,Imperial Sgt Crossbowmen,10,250,163,234,0.65,93.6,0.7,Loss
Heavy Axemen,7,250,Imperial Sgt Crossbowmen,10,250,171,218,0.68,87.2,0.78,Loss
Heavy Axemen,7,250,Imperial Sgt Crossbowmen,10,250,183,217,0.73,86.8,0.84,Loss
Heavy Axemen,7,250,Imperial Sgt Crossbowmen,10,250,168,227,0.67,90.8,0.74,Loss
Heavy Axemen,7,250,Imperial Sgt Crossbowmen,10,250,205,188,0.82,75.2,1.09,Win
Heavy Axemen,7,250,Imperial Sgt Crossbowmen,10,250,184,233,0.74,93.2,0.79,Loss
Heavy Axemen,7,250,Imperial Sgt Crossbowmen,10,250,201,208,0.8,83.2,0.97,Loss
Heavy Axemen,7,250,Imperial Sgt Crossbowmen,10,250,201,211,0.8,84.4,0.95,Loss
Heavy Axemen,7,250,Imperial Sgt Crossbowmen,10,250,199,151,0.8,60.4,1.32,Win
Heavy Axemen,7,250,Imperial Sgt Crossbowmen,10,250,212,161,0.85,64.4,1.32,Win
Heavy Axemen,7,250,Khan's Guard,11,250,44,232,0.18,92.8,0.19,Loss
Heavy Axemen,7,250,Khan's Guard,11,250,63,239,0.25,95.6,0.26,Loss
Heavy Axemen,7,250,Khan's Guard,11,250,35,238,0.14,95.2,0.15,Loss
Heavy Axemen,7,250,Khan's Guard,11,250,32,225,0.13,90,0.14,Loss
Heavy Axemen,7,250,Khan's Guard,11,250,34,222,0.14,88.8,0.15,Loss
Heavy Axemen,7,250,Khan's Guard,11,250,30,225,0.12,90,0.13,Loss
Heavy Axemen,7,250,Khan's Guard,11,250,34,243,0.14,97.2,0.14,Loss
Heavy Axemen,7,250,Khan's Guard,11,250,24,232,0.1,92.8,0.1,Loss
Heavy Axemen,7,250,Khan's Guard,11,250,26,224,0.1,89.6,0.12,Loss
Heavy Axemen,7,250,Khan's Guard,11,250,40,237,0.16,94.8,0.17,Loss
Heavy Axemen,7,250,Fian Champion,12,250,54,206,0.22,82.4,0.26,Loss
Heavy Axemen,7,250,Fian Champion,12,250,44,234,0.18,93.6,0.19,Loss
Heavy Axemen,7,250,Fian Champion,12,250,34,217,0.14,86.8,0.16,Loss
Heavy Axemen,7,250,Fian Champion,12,250,50,228,0.2,91.2,0.22,Loss
Heavy Axemen,7,250,Fian Champion,12,250,57,243,0.23,97.2,0.23,Loss
Heavy Axemen,7,250,Fian Champion,12,250,49,215,0.2,86,0.23,Loss
Heavy Axemen,7,250,Fian Champion,12,250,56,221,0.22,88.4,0.25,Loss
Heavy Axemen,7,250,Fian Champion,12,250,31,235,0.12,94,0.13,Loss
Heavy Axemen,7,250,Fian Champion,12,250,41,221,0.16,88.4,0.19,Loss
Heavy Axemen,7,250,Fian Champion,12,250,35,213,0.14,85.2,0.16,Loss
Heavy Axemen,7,250,Mixed Infantry,13,667,472,235,0.71,94,2.01,Loss
Heavy Axemen,7,250,Mixed Infantry,13,667,490,138,0.73,55.2,3.55,Win
Heavy Axemen,7,250,Mixed Infantry,13,667,490,202,0.73,80.8,2.43,Win
Heavy Axemen,7,250,Mixed Infantry,13,667,501,232,0.75,92.8,2.16,Win
Heavy Axemen,7,250,Mixed Infantry,13,667,477,111,0.72,44.4,4.3,Win
Heavy Axemen,7,250,Mixed Infantry,13,667,489,176,0.73,70.4,2.78,Win
Heavy Axemen,7,250,Mixed Infantry,13,667,485,206,0.73,82.4,2.35,Win
Heavy Axemen,7,250,Mixed Infantry,13,667,471,234,0.71,93.6,2.01,Loss
Heavy Axemen,7,250,Mixed Infantry,13,667,462,122,0.69,48.8,3.79,Win
Heavy Axemen,7,250,Mixed Infantry,13,667,507,186,0.76,74.4,2.73,Win
Veteran Infantry,8,250,Elite Cataphract T6 Cav,9,250,92,200,0.37,80,0.46,Loss
Veteran Infantry,8,250,Elite Cataphract T6 Cav,9,250,157,221,0.63,88.4,0.71,Loss
Veteran Infantry,8,250,Elite Cataphract T6 Cav,9,250,213,161,0.85,64.4,1.32,Win
Veteran Infantry,8,250,Elite Cataphract T6 Cav,9,250,216,188,0.86,75.2,1.15,Win
Veteran Infantry,8,250,Elite Cataphract T6 Cav,9,250,81,213,0.32,85.2,0.38,Loss
Veteran Infantry,8,250,Elite Cataphract T6 Cav,9,250,148,194,0.59,77.6,0.76,Loss
Veteran Infantry,8,250,Elite Cataphract T6 Cav,9,250,85,195,0.34,78,0.44,Loss
Veteran Infantry,8,250,Elite Cataphract T6 Cav,9,250,108,190,0.43,76,0.57,Loss
Veteran Infantry,8,250,Elite Cataphract T6 Cav,9,250,123,231,0.49,92.4,0.53,Loss
Veteran Infantry,8,250,Elite Cataphract T6 Cav,9,250,118,196,0.47,78.4,0.6,Loss
Veteran Infantry,8,250,Imperial Sgt Crossbowmen,10,250,206,171,0.82,68.4,1.2,Win
Veteran Infantry,8,250,Imperial Sgt Crossbowmen,10,250,152,210,0.61,84,0.72,Loss
Veteran Infantry,8,250,Imperial Sgt Crossbowmen,10,250,202,202,0.81,80.8,1,Win
Veteran Infantry,8,250,Imperial Sgt Crossbowmen,10,250,201,170,0.8,68,1.18,Win
Veteran Infantry,8,250,Imperial Sgt Crossbowmen,10,250,217,209,0.87,83.6,1.04,Loss
Veteran Infantry,8,250,Imperial Sgt Crossbowmen,10,250,180,230,0.72,92,0.78,Loss
Veteran Infantry,8,250,Imperial Sgt Crossbowmen,10,250,139,219,0.56,87.6,0.63,Loss
Veteran Infantry,8,250,Imperial Sgt Crossbowmen,10,250,196,183,0.78,73.2,1.07,Win
Veteran Infantry,8,250,Imperial Sgt Crossbowmen,10,250,191,156,0.76,62.4,1.22,Win
Veteran Infantry,8,250,Imperial Sgt Crossbowmen,10,250,201,157,0.8,62.8,1.28,Win
Veteran Infantry,8,250,Khan's Guard,11,250,49,213,0.2,85.2,0.23,Loss
Veteran Infantry,8,250,Khan's Guard,11,250,55,212,0.22,84.8,0.26,Loss
Veteran Infantry,8,250,Khan's Guard,11,250,44,226,0.18,90.4,0.19,Loss
Veteran Infantry,8,250,Khan's Guard,11,250,48,235,0.19,94,0.2,Loss
Veteran Infantry,8,250,Khan's Guard,11,250,52,226,0.21,90.4,0.23,Loss
Veteran Infantry,8,250,Khan's Guard,11,250,51,225,0.2,90,0.23,Loss
Veteran Infantry,8,250,Khan's Guard,11,250,62,229,0.25,91.6,0.27,Loss
Veteran Infantry,8,250,Khan's Guard,11,250,39,223,0.16,89.2,0.17,Loss
Veteran Infantry,8,250,Khan's Guard,11,250,59,231,0.24,92.4,0.26,Loss
Veteran Infantry,8,250,Khan's Guard,11,250,44,223,0.18,89.2,0.2,Loss
Veteran Infantry,8,250,Fian Champion,12,250,38,224,0.15,89.6,0.17,Loss
Veteran Infantry,8,250,Fian Champion,12,250,52,209,0.21,83.6,0.25,Loss
Veteran Infantry,8,250,Fian Champion,12,250,78,210,0.31,84,0.37,Loss
Veteran Infantry,8,250,Fian Champion,12,250,42,214,0.17,85.6,0.2,Loss
Veteran Infantry,8,250,Fian Champion,12,250,67,205,0.27,82,0.33,Loss
Veteran Infantry,8,250,Fian Champion,12,250,69,198,0.28,79.2,0.35,Loss
Veteran Infantry,8,250,Fian Champion,12,250,47,227,0.19,90.8,0.21,Loss
Veteran Infantry,8,250,Fian Champion,12,250,75,223,0.3,89.2,0.34,Loss
Veteran Infantry,8,250,Fian Champion,12,250,52,223,0.21,89.2,0.23,Loss
Veteran Infantry,8,250,Fian Champion,12,250,99,216,0.4,86.4,0.46,Loss
Veteran Infantry,8,250,Mixed Infantry,13,667,488,104,0.73,41.6,4.69,Win
Veteran Infantry,8,250,Mixed Infantry,13,667,502,111,0.75,44.4,4.52,Win
Veteran Infantry,8,250,Mixed Infantry,13,667,507,91,0.76,36.4,5.57,Win
Veteran Infantry,8,250,Mixed Infantry,13,667,474,245,0.71,98,1.93,Loss
Veteran Infantry,8,250,Mixed Infantry,13,667,520,119,0.78,47.6,4.37,Win
Veteran Infantry,8,250,Mixed Infantry,13,667,530,153,0.79,61.2,3.46,Win
Veteran Infantry,8,250,Mixed Infantry,13,667,491,101,0.74,40.4,4.86,Win
Veteran Infantry,8,250,Mixed Infantry,13,667,510,133,0.76,53.2,3.83,Win
Veteran Infantry,8,250,Mixed Infantry,13,667,477,74,0.72,29.6,6.45,Win
Veteran Infantry,8,250,Mixed Infantry,13,667,561,98,0.84,39.2,5.72,Win
